repository,pr_number,classification,evidence_type,event_at,commit_sha,finding_url,evidence_url,basis
llxprt-code,2440,high_confidence,explicit_fixed_reply_with_commit,2026-07-08T13:45:58Z,d62da6a34,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3542221678,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3544462771,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:02Z,f62366eeaac0ae7c19241c3758ef2a8f01fba661,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/f62366eeaac0ae7c19241c3758ef2a8f01fba661,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:03Z,205b0e5d3425ef756f610e866c5ac3a21c0c7b3f,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/205b0e5d3425ef756f610e866c5ac3a21c0c7b3f,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,674467b337fb33dbfe12071d3426a61fc28568bc,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/674467b337fb33dbfe12071d3426a61fc28568bc,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,6f2e789413150b40292dc1e4f01d31e296851a1c,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/6f2e789413150b40292dc1e4f01d31e296851a1c,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,78f6d07c8c740e310e5d2169257cb4f9229ba523,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/78f6d07c8c740e310e5d2169257cb4f9229ba523,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,aed9b68fa9c9b14cc479091fbb8269a34902adf4,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/aed9b68fa9c9b14cc479091fbb8269a34902adf4,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,5ed2c12fd9062fd5484f21263e79e278461a6401,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/5ed2c12fd9062fd5484f21263e79e278461a6401,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,b1c1eb0b6c84f8aea17ff3678586b143ae20a01b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/b1c1eb0b6c84f8aea17ff3678586b143ae20a01b,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,e17131dd55842ee1d379fbef11d03323593ccf66,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/e17131dd55842ee1d379fbef11d03323593ccf66,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,de01e8aefafd87ed86bb174850f2ab037a6a512e,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/de01e8aefafd87ed86bb174850f2ab037a6a512e,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,9fa57a5f5050a1c2c6cdd87dc17fcf4c7d3a6438,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/9fa57a5f5050a1c2c6cdd87dc17fcf4c7d3a6438,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,3aee3d95c0d02f5e1390e91a918011a41a29242d,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/3aee3d95c0d02f5e1390e91a918011a41a29242d,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,6569ef9471a8f97ae7a52fb3ef4e220d342a0b81,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/6569ef9471a8f97ae7a52fb3ef4e220d342a0b81,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,f43536cdd2459cbde44663f9721c59fa3612f26e,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/f43536cdd2459cbde44663f9721c59fa3612f26e,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,9df0f558ad6028e416eee59d461dae331856d5be,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/9df0f558ad6028e416eee59d461dae331856d5be,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,23d723ad8c2ca232386a14ee600363e330c6faa6,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/23d723ad8c2ca232386a14ee600363e330c6faa6,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:29Z,30e161f8eb02bd5a9677745484d134cd728ed5f2,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/30e161f8eb02bd5a9677745484d134cd728ed5f2,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,high_confidence,commit_message_review_reference,2026-07-09T11:53:29Z,b4ea35337b278ea4fb4dc49326f37f2031d3c7c4,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/b4ea35337b278ea4fb4dc49326f37f2031d3c7c4,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,high_confidence,commit_message_review_reference,2026-07-09T11:53:29Z,6b885f5a60c0d0651e28a72797bc9e4c2222a7b5,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/6b885f5a60c0d0651e28a72797bc9e4c2222a7b5,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,1439a8c51502ba5944358e7b28b1786e2c55773f,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/1439a8c51502ba5944358e7b28b1786e2c55773f,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,4a9bcec150a5276b84dd1316bd103316b6461bcb,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/4a9bcec150a5276b84dd1316bd103316b6461bcb,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,0737ab903b7071529c8a58f40e2d597f111fb186,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/0737ab903b7071529c8a58f40e2d597f111fb186,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,ff0a0faa0bb17d845ff5d11602f09bfde69c0453,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/ff0a0faa0bb17d845ff5d11602f09bfde69c0453,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,9507c4710ab5bf9b12e13e64b1db3b66eb26a9cd,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/9507c4710ab5bf9b12e13e64b1db3b66eb26a9cd,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,5875e95cfdd29990a8777a9679be73871598dd26,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/5875e95cfdd29990a8777a9679be73871598dd26,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,fe79d9ea318cbcb1c615154557f4ae49ee0b5e67,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/fe79d9ea318cbcb1c615154557f4ae49ee0b5e67,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,d343631502d9f40647f95aac40f0e8e165fa0e8b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/d343631502d9f40647f95aac40f0e8e165fa0e8b,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,bd3f10fa89401d3a20178c4910f605bd470cbd68,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/bd3f10fa89401d3a20178c4910f605bd470cbd68,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,d4f7c23e1f3a66f2349e32ae5587b6405557787e,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/d4f7c23e1f3a66f2349e32ae5587b6405557787e,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,03e0edc0130a20d75222f8e9146113a8cc765b2f,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/03e0edc0130a20d75222f8e9146113a8cc765b2f,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,7ad898b213064bbbe685b5630ee487a50fce2c3f,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/7ad898b213064bbbe685b5630ee487a50fce2c3f,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,4ad131b47997911dcd33a2d6f71b4f131e25f588,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/4ad131b47997911dcd33a2d6f71b4f131e25f588,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,19f9097f123f5e13bc806cf76ed8a0343e810ba6,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/19f9097f123f5e13bc806cf76ed8a0343e810ba6,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,e704101ab7e3eacd4d6aeaf3ad833e19e3895f01,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/e704101ab7e3eacd4d6aeaf3ad833e19e3895f01,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,4ad1022dc5c27733baf6a4eb90e6a7f800ae402b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/4ad1022dc5c27733baf6a4eb90e6a7f800ae402b,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,5c6d2389340bf6e570a5bf56ddab691cee9aa985,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/5c6d2389340bf6e570a5bf56ddab691cee9aa985,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,67c504f795cd7ccaf94db03821eaa90973a63b43,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/67c504f795cd7ccaf94db03821eaa90973a63b43,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,22157f039e09b7f73ac3704c75c2f82406579b3a,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/22157f039e09b7f73ac3704c75c2f82406579b3a,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:30Z,49b2a3e154d964818b95d51c11213edf2fb6969b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/49b2a3e154d964818b95d51c11213edf2fb6969b,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T11:53:31Z,cc9f7a43255914dcf0e9b9dbf4442c2516e93473,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/cc9f7a43255914dcf0e9b9dbf4442c2516e93473,11.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T12:13:27Z,ba7a7d52573b79aab253376ca9b8707dd49d06d3,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/ba7a7d52573b79aab253376ca9b8707dd49d06d3,12.3 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T12:17:49Z,894ac54bd6da09b0fd1df5b79bbee165f22869e1,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/894ac54bd6da09b0fd1df5b79bbee165f22869e1,12.3 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T12:53:14Z,38ea31531231480d1e15b18a25a6d91436973864,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/38ea31531231480d1e15b18a25a6d91436973864,12.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T13:47:01Z,facc294d61e2eafb992212c3f38f0983e96550ae,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/facc294d61e2eafb992212c3f38f0983e96550ae,13.8 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T14:02:21Z,32cef3831b1d25c103fe6392ea48a17c00702bcd,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/32cef3831b1d25c103fe6392ea48a17c00702bcd,14.1 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T14:17:41Z,913de6059344d7c4b5117879bf989bf2595827e0,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/913de6059344d7c4b5117879bf989bf2595827e0,14.3 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T15:23:34Z,ec3e3ee5ddb91bcbb68c4bad929cbec17ef0de1d,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/ec3e3ee5ddb91bcbb68c4bad929cbec17ef0de1d,15.4 hours after latest retained CodeRabbit finding
llxprt-code,2440,high_confidence,commit_message_review_reference,2026-07-09T18:50:35Z,13223812982f93b3acad10f1d7b1f5a8daf30226,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/13223812982f93b3acad10f1d7b1f5a8daf30226,18.9 hours after latest retained CodeRabbit finding
llxprt-code,2440,high_confidence,commit_message_review_reference,2026-07-09T19:02:13Z,6395d50ce5888086f804bc080a5213dfb51be15b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/6395d50ce5888086f804bc080a5213dfb51be15b,19.1 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T19:14:22Z,3bd1558d432ab18a548828dce055634f2a11de84,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/3bd1558d432ab18a548828dce055634f2a11de84,19.3 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T19:23:21Z,a9deb440d0d11d39958fc5f7b291fa2bb7181c93,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/a9deb440d0d11d39958fc5f7b291fa2bb7181c93,19.4 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T19:30:48Z,4ca3fcfaf64dd92ac439cd1461f4e6592edbaf50,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/4ca3fcfaf64dd92ac439cd1461f4e6592edbaf50,19.6 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T19:33:40Z,12eb3abdf7d1f576aef9086b7f3bdba80d38f3bd,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/12eb3abdf7d1f576aef9086b7f3bdba80d38f3bd,19.6 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T20:25:52Z,cdf3c332073c16f91d46ad8e3150a3079df6b388,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/cdf3c332073c16f91d46ad8e3150a3079df6b388,20.5 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T20:37:54Z,2fbd53a7ef51e8d82af046611e711237ccf13ce5,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/2fbd53a7ef51e8d82af046611e711237ccf13ce5,20.7 hours after latest retained CodeRabbit finding
llxprt-code,2440,medium_confidence,commit_after_finding_within_24h,2026-07-09T21:45:44Z,f1f5eaba7f4dcd38670355e0acf95d9e7eee5982,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/f1f5eaba7f4dcd38670355e0acf95d9e7eee5982,21.8 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-11T17:45:39Z,d3d63dae533d4e2ee1fbe19f7b9087f583cd4467,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/d3d63dae533d4e2ee1fbe19f7b9087f583cd4467,65.8 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-11T17:45:52Z,27cbc7bfc162f9bd37eaafc37ef924ae48cbc298,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/27cbc7bfc162f9bd37eaafc37ef924ae48cbc298,65.8 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-12T00:28:11Z,e000e61a9f9477d8f91a44a6ee08e24d44f33e49,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/e000e61a9f9477d8f91a44a6ee08e24d44f33e49,72.5 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-12T01:01:43Z,38a0028db654f8a081bad9ca4ab7c2f72fb49801,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/38a0028db654f8a081bad9ca4ab7c2f72fb49801,73.1 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-12T02:01:10Z,1a2e0c1b5e98257a33c688fde00992fde67abe4c,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/1a2e0c1b5e98257a33c688fde00992fde67abe4c,74.1 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-12T02:12:33Z,d74b84f46d2caabe6a7dfbd020b4193f917db7ed,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/d74b84f46d2caabe6a7dfbd020b4193f917db7ed,74.3 hours after latest retained CodeRabbit finding
llxprt-code,2440,temporal_only,commit_after_finding_over_24h,2026-07-12T05:15:51Z,056a7ae6d2d44f2c5910a4feebbfcad89f95c03b,https://github.com/vybestack/llxprt-code/pull/2440#discussion_r3547957575,https://github.com/vybestack/llxprt-code/commit/056a7ae6d2d44f2c5910a4feebbfcad89f95c03b,77.3 hours after latest retained CodeRabbit finding
llxprt-code,2451,medium_confidence,commit_after_finding_within_24h,2026-07-09T00:44:22Z,7af09dc1cc4bfddfb4e3d55af325d7c5dba69439,https://github.com/vybestack/llxprt-code/pull/2451#discussion_r3548106154,https://github.com/vybestack/llxprt-code/commit/7af09dc1cc4bfddfb4e3d55af325d7c5dba69439,0.0 hours after latest retained CodeRabbit finding
llxprt-code,2451,medium_confidence,commit_after_finding_within_24h,2026-07-09T00:47:29Z,de844d183c1d7552c95c383169652040dca8d60f,https://github.com/vybestack/llxprt-code/pull/2451#discussion_r3548106154,https://github.com/vybestack/llxprt-code/commit/de844d183c1d7552c95c383169652040dca8d60f,0.1 hours after latest retained CodeRabbit finding
llxprt-code,2451,medium_confidence,commit_after_finding_within_24h,2026-07-09T00:53:29Z,693a485f6bc359ea244bdfd55714134ffab9e4dd,https://github.com/vybestack/llxprt-code/pull/2451#discussion_r3548106154,https://github.com/vybestack/llxprt-code/commit/693a485f6bc359ea244bdfd55714134ffab9e4dd,0.2 hours after latest retained CodeRabbit finding
llxprt-code,2451,medium_confidence,commit_after_finding_within_24h,2026-07-09T01:00:06Z,04b6f7aa09c7b2d4e1b2c543f51da1cd780dfb03,https://github.com/vybestack/llxprt-code/pull/2451#discussion_r3548106154,https://github.com/vybestack/llxprt-code/commit/04b6f7aa09c7b2d4e1b2c543f51da1cd780dfb03,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2451,medium_confidence,commit_after_finding_within_24h,2026-07-09T01:05:52Z,9a97b84ff7434da6ca2e53ca2b9ac9ce77f227f5,https://github.com/vybestack/llxprt-code/pull/2451#discussion_r3548106154,https://github.com/vybestack/llxprt-code/commit/9a97b84ff7434da6ca2e53ca2b9ac9ce77f227f5,0.4 hours after latest retained CodeRabbit finding
llxprt-code,2453,medium_confidence,commit_after_finding_within_24h,2026-07-09T03:04:11Z,b27dc42a70ab9a53a4d7759d3495ee12b75fd5a3,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/b27dc42a70ab9a53a4d7759d3495ee12b75fd5a3,1.2 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-11T21:31:18Z,34fa32b0b316d01bf9586188ae4627f881996b15,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/34fa32b0b316d01bf9586188ae4627f881996b15,67.7 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-11T21:57:20Z,f68d1e24133695ff9ba80d232bf9813df3aeb0ae,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/f68d1e24133695ff9ba80d232bf9813df3aeb0ae,68.1 hours after latest retained CodeRabbit finding
llxprt-code,2453,high_confidence,explicit_fixed_reply_with_commit,2026-07-11T22:01:54Z,f68d1e2413,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3565114798,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-11T22:10:39Z,ae34fb5a6355d611eccebaa2092356d131c43e51,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/ae34fb5a6355d611eccebaa2092356d131c43e51,68.3 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-11T22:17:39Z,1a5ed772d4f2e2fdb7dcc8beae948344b2488f6b,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/1a5ed772d4f2e2fdb7dcc8beae948344b2488f6b,68.4 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-12T00:00:22Z,437202b65478ce2807fd4efa22bc863f6cc9b606,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/437202b65478ce2807fd4efa22bc863f6cc9b606,70.1 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-12T01:42:14Z,eec73269c620ebe96d63cefdbd854d2f709e891a,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/eec73269c620ebe96d63cefdbd854d2f709e891a,71.8 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-12T02:10:06Z,ccf2097c511b954ac23ba7ec7d0ddfbea1a833ef,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/ccf2097c511b954ac23ba7ec7d0ddfbea1a833ef,72.3 hours after latest retained CodeRabbit finding
llxprt-code,2453,temporal_only,commit_after_finding_over_24h,2026-07-12T02:21:33Z,cdde5b4b6b595e59bddff0b4cda91308154e8eca,https://github.com/vybestack/llxprt-code/pull/2453#discussion_r3548334357,https://github.com/vybestack/llxprt-code/commit/cdde5b4b6b595e59bddff0b4cda91308154e8eca,72.5 hours after latest retained CodeRabbit finding
