repository,pr_number,comment_id,comment_url,created_at,updated_at,exact_heading,message_variant,plan_stated,next_review_wait_stated,mutable_comment,retrieved_on,pr_open_to_limit_minutes,minutes_to_next_success_signal
llxprt-jefe,248,4952501305,https://github.com/vybestack/llxprt-jefe/pull/248#issuecomment-4952501305,2026-07-12T19:39:44Z,2026-07-12T20:47:36Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,0.1,3.7
llxprt-jefe,249,4952551329,https://github.com/vybestack/llxprt-jefe/pull/249#issuecomment-4952551329,2026-07-12T19:55:42Z,2026-07-12T20:02:18Z,Review limit reached,adaptive_fair_usage,Pro Plus,24 minutes,yes,2026-07-14,0.1,29.0
llxprt-code,2530,4952578029,https://github.com/vybestack/llxprt-code/pull/2530#issuecomment-4952578029,2026-07-12T20:03:58Z,2026-07-12T20:03:58Z,Review limit reached,adaptive_fair_usage,Pro Plus,22 minutes,no,2026-07-14,0.1,51.9
llxprt-jefe,251,4952693854,https://github.com/vybestack/llxprt-jefe/pull/251#issuecomment-4952693854,2026-07-12T20:41:00Z,2026-07-12T21:17:53Z,Review limit reached,adaptive_fair_usage,Pro Plus,9 minutes,yes,2026-07-14,0.1,1005.5
llxprt-code,2538,4952970750,https://github.com/vybestack/llxprt-code/pull/2538#issuecomment-4952970750,2026-07-12T22:11:23Z,2026-07-12T22:11:23Z,Review limit reached,adaptive_fair_usage,Pro Plus,21 minutes,no,2026-07-14,0.1,167.2
llxprt-code,2543,4953169803,https://github.com/vybestack/llxprt-code/pull/2543#issuecomment-4953169803,2026-07-12T23:17:13Z,2026-07-12T23:22:22Z,Review limit reached,adaptive_fair_usage,Pro Plus,13 minutes,yes,2026-07-14,0.1,101.4
llxprt-luther,134,4953247513,https://github.com/vybestack/llxprt-luther/pull/134#issuecomment-4953247513,2026-07-12T23:42:59Z,2026-07-13T00:56:26Z,Review limit reached,adaptive_fair_usage,Pro Plus,53 minutes,yes,2026-07-14,0.3,11.8
llxprt-code,2545,4953449426,https://github.com/vybestack/llxprt-code/pull/2545#issuecomment-4953449426,2026-07-13T00:38:15Z,2026-07-14T02:16:50Z,Review limit reached,adaptive_fair_usage,Pro Plus,4 minutes,yes,2026-07-14,0.1,20.4
llxprt-code,2546,4953654592,https://github.com/vybestack/llxprt-code/pull/2546#issuecomment-4953654592,2026-07-13T01:32:09Z,2026-07-14T18:06:14Z,Review limit reached,adaptive_fair_usage,Pro Plus,30 minutes,yes,2026-07-14,0.2,207.1
llxprt-jefe,268,4958081476,https://github.com/vybestack/llxprt-jefe/pull/268#issuecomment-4958081476,2026-07-13T12:45:46Z,2026-07-13T13:59:41Z,Review limit reached,adaptive_fair_usage,Pro Plus,16 minutes,yes,2026-07-14,0.1,40.8
llxprt-jefe,271,4959078144,https://github.com/vybestack/llxprt-jefe/pull/271#issuecomment-4959078144,2026-07-13T14:32:07Z,2026-07-13T14:54:48Z,Review limit reached,adaptive_fair_usage,Pro Plus,30 minutes,yes,2026-07-14,0.1,71.1
llxprt-jefe,272,4959285962,https://github.com/vybestack/llxprt-jefe/pull/272#issuecomment-4959285962,2026-07-13T14:52:59Z,2026-07-13T15:57:19Z,Review limit reached,adaptive_fair_usage,Pro Plus,31 minutes,yes,2026-07-14,0.1,50.2
llxprt-jefe,274,4959746795,https://github.com/vybestack/llxprt-jefe/pull/274#issuecomment-4959746795,2026-07-13T15:39:39Z,2026-07-13T16:57:08Z,Review limit reached,adaptive_fair_usage,Pro Plus,34 minutes,yes,2026-07-14,0.1,3.5
llxprt-jefe,275,4960507055,https://github.com/vybestack/llxprt-jefe/pull/275#issuecomment-4960507055,2026-07-13T17:01:03Z,2026-07-13T23:46:59Z,Review limit reached,adaptive_fair_usage,Pro Plus,24 minutes,yes,2026-07-14,0.1,59.0
llxprt-jefe,276,4960587671,https://github.com/vybestack/llxprt-jefe/pull/276#issuecomment-4960587671,2026-07-13T17:10:24Z,2026-07-13T23:27:42Z,Review limit reached,adaptive_fair_usage,Pro Plus,43 minutes,yes,2026-07-14,0.1,49.6
llxprt-code,2558,4960630783,https://github.com/vybestack/llxprt-code/pull/2558#issuecomment-4960630783,2026-07-13T17:15:28Z,2026-07-13T19:24:21Z,Review limit reached,adaptive_fair_usage,Pro Plus,17 minutes,yes,2026-07-14,0.1,52.4
llxprt-jefe,277,4961059777,https://github.com/vybestack/llxprt-jefe/pull/277#issuecomment-4961059777,2026-07-13T18:03:46Z,2026-07-13T18:49:36Z,Review limit reached,adaptive_fair_usage,Pro Plus,52 minutes,yes,2026-07-14,0.1,134.9
llxprt-jefe,278,4961326478,https://github.com/vybestack/llxprt-jefe/pull/278#issuecomment-4961326478,2026-07-13T18:35:06Z,2026-07-13T23:38:01Z,Review limit reached,adaptive_fair_usage,Pro Plus,33 minutes,yes,2026-07-14,0.1,103.5
llxprt-jefe,279,4961390663,https://github.com/vybestack/llxprt-jefe/pull/279#issuecomment-4961390663,2026-07-13T18:42:35Z,2026-07-14T18:23:42Z,Review limit reached,adaptive_fair_usage,Pro Plus,13 minutes,yes,2026-07-14,0.1,96.1
llxprt-jefe,280,4962140818,https://github.com/vybestack/llxprt-jefe/pull/280#issuecomment-4962140818,2026-07-13T20:00:05Z,2026-07-13T20:45:18Z,Review limit reached,adaptive_fair_usage,Pro Plus,13 minutes,yes,2026-07-14,0.1,18.6
llxprt-jefe,281,4962166447,https://github.com/vybestack/llxprt-jefe/pull/281#issuecomment-4962166447,2026-07-13T20:02:33Z,2026-07-13T20:24:13Z,Review limit reached,adaptive_fair_usage,Pro Plus,34 minutes,yes,2026-07-14,0.1,16.1
llxprt-jefe,282,4962206423,https://github.com/vybestack/llxprt-jefe/pull/282#issuecomment-4962206423,2026-07-13T20:07:12Z,2026-07-14T00:57:09Z,Review limit reached,adaptive_fair_usage,Pro Plus,21 minutes,yes,2026-07-14,0.1,11.4
llxprt-code,2561,4962274144,https://github.com/vybestack/llxprt-code/pull/2561#issuecomment-4962274144,2026-07-13T20:15:38Z,2026-07-13T23:08:06Z,Review limit reached,adaptive_fair_usage,Pro Plus,1 minute,yes,2026-07-14,0.1,1234.2
llxprt-jefe,284,4963129867,https://github.com/vybestack/llxprt-jefe/pull/284#issuecomment-4963129867,2026-07-13T21:57:42Z,2026-07-13T22:54:04Z,Review limit reached,adaptive_fair_usage,Pro Plus,15 minutes,yes,2026-07-14,5.1,24.9
llxprt-jefe,285,4963129898,https://github.com/vybestack/llxprt-jefe/pull/285#issuecomment-4963129898,2026-07-13T21:57:42Z,2026-07-13T22:16:54Z,Review limit reached,adaptive_fair_usage,Pro Plus,52 minutes,yes,2026-07-14,0.2,24.9
llxprt-jefe,288,4964256014,https://github.com/vybestack/llxprt-jefe/pull/288#issuecomment-4964256014,2026-07-14T00:44:16Z,2026-07-14T02:53:28Z,Review limit reached,adaptive_fair_usage,Pro Plus,29 minutes,yes,2026-07-14,0.1,26.0
llxprt-jefe,289,4964311185,https://github.com/vybestack/llxprt-jefe/pull/289#issuecomment-4964311185,2026-07-14T00:52:16Z,2026-07-14T01:10:20Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.1,18.0
llxprt-jefe,290,4964415854,https://github.com/vybestack/llxprt-jefe/pull/290#issuecomment-4964415854,2026-07-14T01:08:53Z,2026-07-14T02:12:22Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.1,1.4
llxprt-jefe,291,4965261709,https://github.com/vybestack/llxprt-jefe/pull/291#issuecomment-4965261709,2026-07-14T04:00:38Z,2026-07-14T07:47:47Z,Review limit reached,adaptive_fair_usage,Pro Plus,53 minutes,yes,2026-07-14,0.4,4.8
llxprt-jefe,293,4965537920,https://github.com/vybestack/llxprt-jefe/pull/293#issuecomment-4965537920,2026-07-14T04:57:52Z,2026-07-14T05:23:22Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,0.1,19.6
llxprt-code,2565,4965655795,https://github.com/vybestack/llxprt-code/pull/2565#issuecomment-4965655795,2026-07-14T05:20:14Z,2026-07-14T05:34:18Z,Review limit reached,adaptive_fair_usage,Pro Plus,29 minutes,yes,2026-07-14,0.1,689.6
llxprt-jefe,294,4965770717,https://github.com/vybestack/llxprt-jefe/pull/294#issuecomment-4965770717,2026-07-14T05:42:12Z,2026-07-14T15:49:13Z,Review limit reached,adaptive_fair_usage,Pro Plus,16 minutes,yes,2026-07-14,0.1,6.9
llxprt-code,2566,4967135331,https://github.com/vybestack/llxprt-code/pull/2566#issuecomment-4967135331,2026-07-14T08:52:35Z,2026-07-14T14:37:03Z,Review limit reached,adaptive_fair_usage,Pro Plus,16 minutes,yes,2026-07-14,0.3,477.2
llxprt-jefe,298,4967776509,https://github.com/vybestack/llxprt-jefe/pull/298#issuecomment-4967776509,2026-07-14T09:51:52Z,2026-07-14T14:01:27Z,Review limit reached,adaptive_fair_usage,Pro Plus,51 minutes,yes,2026-07-14,0.1,85.2
llxprt-jefe,299,4968377464,https://github.com/vybestack/llxprt-jefe/pull/299#issuecomment-4968377464,2026-07-14T10:55:03Z,2026-07-14T18:26:44Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.3,22.0
llxprt-code,2568,4970269958,https://github.com/vybestack/llxprt-code/pull/2568#issuecomment-4970269958,2026-07-14T14:23:40Z,2026-07-14T15:55:53Z,Review limit reached,adaptive_fair_usage,Pro Plus,9 minutes,yes,2026-07-14,0.1,146.1
llxprt-code,2567,4970341889,https://github.com/vybestack/llxprt-code/pull/2567#issuecomment-4970341889,2026-07-14T14:30:36Z,2026-07-14T15:31:04Z,Review limit reached,temporary_limit,,,yes,2026-07-14,273.9,139.2
llxprt-jefe,300,4970989350,https://github.com/vybestack/llxprt-jefe/pull/300#issuecomment-4970989350,2026-07-14T15:32:42Z,2026-07-14T16:48:12Z,Review limit reached,adaptive_fair_usage,Pro Plus,25 minutes,yes,2026-07-14,0.1,0.4
llxprt-jefe,303,4972172300,https://github.com/vybestack/llxprt-jefe/pull/303#issuecomment-4972172300,2026-07-14T17:37:09Z,2026-07-14T18:28:29Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.3,11.2
